caseId,createdAt,completedAt,cycleTimeHours,revisionCount,rejectionCount,stageCount,status,priority,departmentId
Application_624173733,2016-08-19T11:17:01.899000+00:00,2016-09-02T08:06:38.626000+00:00,332.83,0,0,4,pending,High,User_15
Application_968478182,2016-08-19T11:22:32.373000+00:00,2016-08-25T15:16:45.473000+00:00,147.9,0,0,4,pending,Medium,User_10
Application_2095339995,2016-08-19T11:23:08.051000+00:00,2016-09-22T07:19:52.692000+00:00,811.95,1,0,5,pending,High,User_1
Application_1733774163,2016-08-19T11:39:47.504000+00:00,2016-08-30T09:21:38.972000+00:00,261.7,0,0,4,pending,Low,User_1
Application_1076046397,2016-08-19T11:43:58.058000+00:00,2016-09-22T06:00:27.612000+00:00,810.27,0,0,3,rejected,Medium,User_1
Application_1522012515,2016-08-19T11:59:09.180000+00:00,2016-09-07T13:24:45.083000+00:00,457.43,0,0,3,pending,High,User_26
Application_1164741236,2016-08-19T11:59:15.745000+00:00,2016-09-26T07:56:46.182000+00:00,907.96,0,2,5,rejected,High,User_1
Application_518046087,2016-08-19T12:06:00.131000+00:00,2016-09-05T13:53:01.752000+00:00,409.78,0,0,5,pending,Low,User_1
Application_1868605879,2016-08-19T12:06:51.031000+00:00,2016-08-29T06:44:48.533000+00:00,234.63,0,0,4,pending,Low,User_1
Application_2059001141,2016-08-19T12:07:47.781000+00:00,2016-09-19T06:00:27.232000+00:00,737.88,0,0,2,rejected,Low,User_48
Application_1743581078,2016-08-19T12:09:44.657000+00:00,2016-09-14T05:46:30.377000+00:00,617.61,0,0,5,pending,High,User_1
Application_219002997,2016-08-19T12:14:58.383000+00:00,2016-09-05T10:35:35.216000+00:00,406.34,1,0,5,pending,Low,User_1
Application_714929749,2016-08-19T12:15:33.022000+00:00,2016-09-14T06:34:37.459000+00:00,618.32,0,0,5,pending,High,User_1
Application_89942016,2016-08-19T12:41:52.959000+00:00,2016-08-30T08:36:39.192000+00:00,259.91,0,0,4,pending,Low,User_48
Application_1233589617,2016-08-19T12:45:06.770000+00:00,2016-09-23T06:00:41.706000+00:00,833.26,0,0,3,rejected,High,User_1
Application_1334427669,2016-08-19T12:53:27.675000+00:00,2016-09-13T14:04:08.514000+00:00,601.18,0,2,5,rejected,High,User_1
Application_89611615,2016-08-19T12:54:48.986000+00:00,2016-09-22T06:05:59.987000+00:00,809.19,0,0,4,pending,High,User_26
Application_1489025887,2016-08-19T13:14:06.924000+00:00,2016-09-14T09:57:40.017000+00:00,620.73,1,0,3,pending,Medium,User_15
Application_1017578132,2016-08-19T13:28:32.404000+00:00,2016-08-24T13:30:38.447000+00:00,120.04,0,0,4,pending,Low,User_93
Application_575789459,2016-08-19T13:51:09.100000+00:00,2016-08-25T13:36:39.031000+00:00,143.76,1,0,4,pending,Low,User_48
Application_1884111337,2016-08-19T14:07:15.447000+00:00,2016-08-26T13:25:56.693000+00:00,167.31,0,0,4,pending,Low,User_15
Application_1918028048,2016-08-19T14:10:37.509000+00:00,2016-09-30T06:00:46.869000+00:00,999.84,1,0,3,rejected,Medium,User_1
Application_1595126280,2016-08-19T14:12:38.030000+00:00,2016-08-31T11:20:03.178000+00:00,285.12,0,2,4,rejected,Medium,User_1
Application_1879509147,2016-08-19T14:20:39.828000+00:00,2016-09-13T08:25:13.271000+00:00,594.08,0,0,5,pending,Low,User_1
Application_978932694,2016-08-19T14:21:55.440000+00:00,2016-08-30T11:08:45.283000+00:00,260.78,1,0,3,pending,Medium,User_10
Application_1017105040,2016-08-19T14:41:29.639000+00:00,2016-08-24T08:59:51.587000+00:00,114.31,0,0,3,rejected,Medium,User_1
Application_1436577209,2016-08-19T14:48:38.021000+00:00,2016-08-31T15:04:16.728000+00:00,288.26,0,0,5,pending,High,User_1
Application_1884930679,2016-08-19T14:56:28.840000+00:00,2016-09-22T06:00:35.419000+00:00,807.07,0,0,3,rejected,Low,User_1
Application_1919095094,2016-08-19T14:58:51.897000+00:00,2016-09-19T06:00:36.907000+00:00,735.03,0,0,2,rejected,High,User_48
Application_653419987,2016-08-19T15:32:06.640000+00:00,2016-09-05T05:51:07.480000+00:00,398.32,0,0,4,pending,Medium,User_15
Application_1334132653,2016-08-19T15:41:50.193000+00:00,2016-09-22T06:00:36.410000+00:00,806.31,0,0,3,rejected,Low,User_1
Application_217776112,2016-08-19T15:58:27.615000+00:00,2016-09-19T06:00:34.047000+00:00,734.04,0,0,2,rejected,High,User_15
Application_418370443,2016-08-19T16:12:41.216000+00:00,2016-09-23T06:00:41.069000+00:00,829.8,0,0,3,rejected,Medium,User_1
Application_132043853,2016-08-19T16:42:53.829000+00:00,2016-09-22T06:00:34.217000+00:00,805.29,0,0,3,rejected,Medium,User_1
Application_247218780,2016-08-19T16:56:44.492000+00:00,2016-09-22T06:00:31.240000+00:00,805.06,0,0,3,rejected,Low,User_1
Application_1148512690,2016-08-19T17:15:40.283000+00:00,2016-09-06T14:08:39.840000+00:00,428.88,0,0,5,rejected,High,User_1
Application_1040470785,2016-08-19T17:26:58.110000+00:00,2016-09-23T06:00:37.955000+00:00,828.56,0,0,2,rejected,High,User_57
Application_1364969454,2016-08-19T17:28:53.874000+00:00,2016-08-31T17:32:08.511000+00:00,288.05,0,2,5,rejected,High,User_1
Application_1691148686,2016-08-19T17:43:00.736000+00:00,2016-09-22T06:32:32.117000+00:00,804.83,0,0,5,pending,Low,User_1
Application_2015493284,2016-08-19T17:46:16.716000+00:00,2016-08-29T09:27:18.577000+00:00,231.68,0,2,5,rejected,Medium,User_1
Application_1017548876,2016-08-19T18:06:39.706000+00:00,2016-08-29T11:13:44.572000+00:00,233.12,1,0,3,pending,Medium,User_17
Application_940805536,2016-08-19T18:09:19.025000+00:00,2016-09-19T06:00:31.644000+00:00,731.85,0,0,2,rejected,Medium,User_57
Application_2010799641,2016-08-19T18:43:06.611000+00:00,2016-08-24T06:49:07.031000+00:00,108.1,0,0,4,pending,Medium,User_63
Application_1223409818,2016-08-19T18:43:10.237000+00:00,2016-09-13T07:17:21.042000+00:00,588.57,4,0,4,pending,Low,User_17
Application_1209609930,2016-08-19T18:59:27.582000+00:00,2016-08-31T14:25:47.433000+00:00,283.44,0,0,5,pending,Medium,User_1
Application_1862860881,2016-08-19T19:05:53.164000+00:00,2016-09-22T06:00:27.200000+00:00,802.91,0,0,3,rejected,Low,User_1
Application_1230970456,2016-08-19T19:09:39.930000+00:00,2016-09-22T06:00:19.986000+00:00,802.84,0,0,3,rejected,Low,User_1
Application_1215456100,2016-08-19T20:04:57.101000+00:00,2016-09-25T06:00:10.693000+00:00,873.92,0,0,3,rejected,Low,User_1
Application_1234369259,2016-08-19T20:13:59.059000+00:00,2016-09-30T11:06:33.819000+00:00,998.88,0,0,5,pending,High,User_1
Application_1558720038,2016-08-19T20:24:44.351000+00:00,2016-09-26T06:00:11.059000+00:00,897.59,0,0,3,rejected,Low,User_1
Application_151869027,2016-08-19T21:04:22.576000+00:00,2016-09-01T15:09:16.566000+00:00,306.08,0,0,3,rejected,Medium,User_1
Application_466995162,2016-08-19T21:34:25.500000+00:00,2016-09-19T12:52:35.852000+00:00,735.3,1,0,5,pending,Medium,User_1
Application_682379169,2016-08-20T05:44:27.157000+00:00,2016-09-23T06:00:16.616000+00:00,816.26,0,0,3,rejected,High,User_1
Application_929743536,2016-08-20T06:04:43.071000+00:00,2016-08-29T06:48:41.868000+00:00,216.73,0,0,3,rejected,Medium,User_1
Application_605485962,2016-08-20T06:39:48.429000+00:00,2016-09-07T07:59:26.659000+00:00,433.33,0,0,5,pending,Low,User_1
Application_1967909286,2016-08-20T07:02:11.934000+00:00,2016-09-27T06:00:08.687000+00:00,910.97,0,0,3,rejected,Low,User_1
Application_1336110675,2016-08-20T07:34:48.494000+00:00,2016-09-22T06:32:57.121000+00:00,790.97,0,0,5,pending,Medium,User_1
Application_793191335,2016-08-20T08:00:30.055000+00:00,2016-09-06T11:11:53.183000+00:00,411.19,1,0,5,pending,Low,User_1
Application_603568134,2016-08-20T08:06:15.998000+00:00,2016-08-31T13:35:36.113000+00:00,269.49,0,0,4,pending,High,User_1
Application_476432103,2016-08-20T08:24:06.565000+00:00,2016-08-30T10:39:23.038000+00:00,242.25,0,0,3,pending,Medium,User_28
Application_1346377514,2016-08-20T08:42:17.619000+00:00,2016-10-07T06:00:15.583000+00:00,1149.3,3,0,3,rejected,High,User_1
Application_1562004107,2016-08-20T09:07:56.380000+00:00,2016-09-22T06:22:07.406000+00:00,789.24,0,0,4,pending,Medium,User_28
Application_1658017534,2016-08-20T09:09:06.970000+00:00,2016-08-29T14:45:34.453000+00:00,221.61,0,0,4,pending,Medium,User_63
Application_207114246,2016-08-20T09:21:12.178000+00:00,2016-09-09T08:59:13.719000+00:00,479.63,1,0,5,pending,Medium,User_1
Application_1052488188,2016-08-20T09:21:52.289000+00:00,2016-08-29T11:43:59.865000+00:00,218.37,0,0,4,pending,High,User_1
Application_1383370916,2016-08-20T09:31:46.769000+00:00,2016-08-29T13:08:38.980000+00:00,219.61,0,0,3,rejected,Medium,User_1
Application_1959700739,2016-08-20T09:37:30.473000+00:00,2016-09-06T14:53:53.845000+00:00,413.27,1,0,5,pending,Medium,User_1
Application_1712536446,2016-08-20T09:46:15.403000+00:00,2016-09-15T15:32:01.745000+00:00,629.76,2,0,5,pending,Medium,User_1
Application_1748525406,2016-08-20T10:05:36.576000+00:00,2016-09-22T05:58:56.305000+00:00,787.89,0,0,5,pending,Medium,User_1
Application_1302079040,2016-08-20T10:10:22.946000+00:00,2016-08-29T14:55:28.344000+00:00,220.75,0,0,4,pending,Medium,User_1
Application_818818485,2016-08-20T10:20:06.182000+00:00,2016-09-22T06:00:05.970000+00:00,787.67,0,0,2,rejected,Low,User_63
Application_31620715,2016-08-20T10:22:07.111000+00:00,2016-09-23T06:00:09.391000+00:00,811.63,0,0,3,rejected,High,User_1
Application_685223154,2016-08-20T10:34:29.884000+00:00,2016-09-22T06:58:59.767000+00:00,788.41,2,0,4,pending,Low,User_63
Application_749407121,2016-08-20T10:35:49.047000+00:00,2016-09-22T06:56:22.165000+00:00,788.34,1,0,5,pending,Low,User_1
Application_17297122,2016-08-20T10:42:51.543000+00:00,2016-09-06T13:11:38.594000+00:00,410.48,0,0,4,pending,Medium,User_15
Application_240480311,2016-08-20T10:50:28.363000+00:00,2016-09-22T12:23:11.288000+00:00,793.55,2,0,4,pending,Medium,User_63
Application_1088659857,2016-08-20T10:53:59.791000+00:00,2016-09-22T07:08:44.979000+00:00,788.25,0,0,5,pending,Low,User_1
Application_479128916,2016-08-20T11:45:42.921000+00:00,2016-09-07T07:04:30.682000+00:00,427.31,0,2,4,rejected,Low,User_1
Application_862579523,2016-08-20T11:46:01.982000+00:00,2016-09-05T12:48:34.698000+00:00,385.04,0,0,4,pending,Medium,User_63
Application_1058523855,2016-08-20T11:48:41.504000+00:00,2016-09-07T12:14:18.924000+00:00,432.43,0,0,4,pending,Low,User_1
Application_327869700,2016-08-20T12:02:39.318000+00:00,2016-09-09T12:22:33.338000+00:00,480.33,0,0,4,pending,High,User_1
Application_1517932106,2016-08-20T12:14:51.747000+00:00,2016-09-22T06:30:51.803000+00:00,786.27,0,0,5,pending,Medium,User_1
Application_2017926774,2016-08-20T12:20:37.277000+00:00,2016-08-31T08:53:24.549000+00:00,260.55,0,0,5,pending,Medium,User_1
Application_2131837815,2016-08-20T12:28:07.049000+00:00,2016-09-02T13:45:01.323000+00:00,313.28,0,0,3,pending,Medium,User_63
Application_1908671300,2016-08-20T12:35:03.467000+00:00,2016-09-02T10:45:35.253000+00:00,310.18,0,0,4,rejected,Low,User_48
Application_1769646803,2016-08-20T12:40:22.105000+00:00,2016-09-05T10:05:40.536000+00:00,381.42,0,0,4,pending,High,User_28
Application_1546579068,2016-08-20T12:40:37.856000+00:00,2016-09-22T06:58:22.937000+00:00,786.3,0,0,5,pending,Medium,User_1
Application_427281832,2016-08-20T12:41:18.494000+00:00,2016-09-22T05:33:09.121000+00:00,784.86,0,0,4,pending,Medium,User_47
Application_625941843,2016-08-20T12:42:40.954000+00:00,2016-08-23T12:58:16.390000+00:00,72.26,0,0,4,pending,Low,User_44
Application_204736971,2016-08-20T12:43:37.460000+00:00,2016-09-15T15:59:57.999000+00:00,627.27,1,0,4,pending,High,User_63
Application_1284720760,2016-08-20T12:53:36.605000+00:00,2016-09-23T06:00:38.457000+00:00,809.12,0,0,3,rejected,Medium,User_1
Application_1569687495,2016-08-20T12:56:05.761000+00:00,2016-09-13T05:55:11.040000+00:00,568.98,1,0,5,pending,Medium,User_1
Application_416762983,2016-08-20T12:57:31.203000+00:00,2016-09-07T09:07:25.966000+00:00,428.17,0,0,4,pending,Low,User_1
Application_863165198,2016-08-20T13:39:18.524000+00:00,2016-09-05T14:24:25.828000+00:00,384.75,0,0,4,pending,High,User_48
Application_738421934,2016-08-20T13:39:58.676000+00:00,2016-09-07T14:50:13.304000+00:00,433.17,0,0,4,pending,Medium,User_1
Application_860792467,2016-08-20T13:47:38.843000+00:00,2016-09-23T06:00:32.235000+00:00,808.21,0,0,3,rejected,Low,User_1
Application_659573040,2016-08-20T13:49:28.834000+00:00,2016-09-23T06:00:32.846000+00:00,808.18,1,0,3,rejected,Medium,User_1
Application_871295989,2016-08-20T14:38:37.014000+00:00,2016-08-27T12:55:43.914000+00:00,166.29,0,0,3,rejected,Medium,User_1
Application_681209641,2016-08-20T14:44:20.348000+00:00,2016-09-05T11:27:45.118000+00:00,380.72,0,2,5,rejected,Low,User_1
Application_657207068,2016-08-20T14:45:02.561000+00:00,2016-08-30T14:26:17.088000+00:00,239.69,1,0,4,pending,High,User_1
Application_1282123742,2016-08-20T14:53:19.667000+00:00,2016-09-06T07:15:08.417000+00:00,400.36,0,0,5,pending,Medium,User_1
Application_513506293,2016-08-20T15:02:26.582000+00:00,2016-09-06T07:15:10.244000+00:00,400.21,0,0,5,pending,High,User_1
Application_859848689,2016-08-20T15:17:55.806000+00:00,2016-08-29T06:33:46.073000+00:00,207.26,0,0,3,rejected,Low,User_1
Application_1935398045,2016-08-20T15:46:01.841000+00:00,2016-09-22T06:16:35.301000+00:00,782.51,0,0,5,pending,Medium,User_1
Application_1858400132,2016-08-20T15:52:08.011000+00:00,2016-08-25T14:36:56.879000+00:00,118.75,0,0,4,pending,Medium,User_1
Application_1949321751,2016-08-20T16:36:31.134000+00:00,2016-09-01T08:53:21.827000+00:00,280.28,1,0,5,pending,High,User_1
Application_1895493554,2016-08-20T16:36:32.619000+00:00,2016-09-22T07:01:51.013000+00:00,782.42,0,0,5,pending,Low,User_1
Application_2076046642,2016-08-20T18:40:54.705000+00:00,2016-09-06T12:14:15.545000+00:00,401.56,0,0,5,pending,High,User_1
Application_1463972237,2016-08-20T18:43:27.414000+00:00,2016-09-07T10:55:40.925000+00:00,424.2,0,2,5,rejected,High,User_1
Application_1637453084,2016-08-20T18:57:52.902000+00:00,2016-09-01T13:02:51.105000+00:00,282.08,0,2,4,rejected,Low,User_1
Application_748698261,2016-08-20T19:00:26.849000+00:00,2016-09-23T06:00:19.801000+00:00,803.0,0,0,3,rejected,Low,User_1
Application_1276311776,2016-08-20T19:02:57.782000+00:00,2016-09-30T14:17:00.563000+00:00,979.23,1,0,5,pending,High,User_1
Application_1638603830,2016-08-20T19:28:48.124000+00:00,2016-09-23T06:00:12.985000+00:00,802.52,0,0,3,rejected,High,User_1
Application_71201942,2016-08-20T19:48:25.434000+00:00,2016-09-02T08:22:44.552000+00:00,300.57,1,0,5,pending,Medium,User_1
Application_1989201095,2016-08-20T20:23:50.327000+00:00,2016-08-31T13:33:36.352000+00:00,257.16,0,0,5,pending,High,User_1
Application_1288476240,2016-08-20T20:28:35.475000+00:00,2016-09-23T06:00:14.807000+00:00,801.53,0,0,3,rejected,High,User_1
Application_1574312656,2016-08-21T07:27:16.925000+00:00,2016-09-20T09:40:19.250000+00:00,722.22,0,0,3,rejected,High,User_1
Application_1289120302,2016-08-21T08:01:57.280000+00:00,2016-09-26T06:00:19.210000+00:00,861.97,0,0,3,rejected,Medium,User_1
Application_1512468457,2016-08-21T08:17:12.319000+00:00,2016-09-09T06:43:17.040000+00:00,454.43,0,0,5,pending,High,User_1
Application_359647418,2016-08-21T10:59:28.604000+00:00,2016-09-23T06:00:11.786000+00:00,787.01,0,0,3,rejected,Medium,User_1
Application_430928640,2016-08-21T10:59:39.064000+00:00,2016-09-08T08:27:33.826000+00:00,429.47,0,2,6,rejected,Medium,User_1
Application_289271522,2016-08-21T11:00:13.461000+00:00,2016-09-02T13:17:27.247000+00:00,290.29,0,2,4,rejected,Medium,User_1
Application_575605139,2016-08-21T11:01:10.362000+00:00,2016-09-07T11:00:09.372000+00:00,407.98,0,0,4,pending,Medium,User_1
Application_394778745,2016-08-21T11:02:32.652000+00:00,2016-08-30T14:29:13.137000+00:00,219.44,0,2,5,rejected,Low,User_1
Application_73070361,2016-08-21T11:07:04.673000+00:00,2016-09-23T06:00:04.407000+00:00,786.88,0,0,3,rejected,Low,User_1
Application_254140097,2016-08-21T11:14:14.970000+00:00,2016-09-12T07:05:01.417000+00:00,523.85,0,0,5,pending,High,User_1
Application_1722688700,2016-08-21T11:29:44.566000+00:00,2016-10-06T08:36:50.469000+00:00,1101.12,3,2,4,rejected,Low,User_1
Application_1398191679,2016-08-21T11:38:31.756000+00:00,2016-09-18T20:16:54.426000+00:00,680.64,0,2,4,rejected,Medium,User_1
Application_139338483,2016-08-21T11:38:57.458000+00:00,2016-09-23T06:00:08.183000+00:00,786.35,0,0,3,rejected,Low,User_1
Application_328986513,2016-08-21T11:39:40.940000+00:00,2016-09-05T10:50:42.859000+00:00,359.18,0,0,4,pending,Low,User_1
Application_323652266,2016-08-21T11:45:50.465000+00:00,2016-08-24T18:15:49.157000+00:00,78.5,0,2,3,rejected,Medium,User_1
Application_1213876016,2016-08-21T11:47:03.488000+00:00,2016-09-22T05:27:47.306000+00:00,761.68,1,0,5,pending,Low,User_1
Application_1269024343,2016-08-21T11:58:30.094000+00:00,2016-09-01T07:43:12.507000+00:00,259.75,0,0,5,pending,High,User_1
Application_514963651,2016-08-21T11:58:43.192000+00:00,2016-09-22T05:50:15.515000+00:00,761.86,0,0,5,pending,High,User_1
Application_639558773,2016-08-21T12:02:39.625000+00:00,2016-09-09T07:43:43.881000+00:00,451.68,0,0,5,pending,Medium,User_1
Application_1237067600,2016-08-21T12:06:59.343000+00:00,2016-10-03T08:25:20.477000+00:00,1028.31,0,0,5,rejected,Low,User_1
Application_1013997167,2016-08-21T12:21:25.601000+00:00,2016-09-24T06:25:25.466000+00:00,810.07,0,0,3,rejected,Medium,User_1
Application_282145560,2016-08-21T13:09:43.483000+00:00,2016-09-22T06:00:34.820000+00:00,760.85,0,0,3,rejected,Low,User_1
Application_576399248,2016-08-21T13:26:34.365000+00:00,2016-09-10T11:09:23.803000+00:00,477.71,0,0,5,pending,High,User_1
Application_2125738701,2016-08-21T13:38:57.136000+00:00,2016-09-15T09:41:01.754000+00:00,596.03,1,3,5,rejected,Medium,User_1
Application_1594111365,2016-08-21T14:21:04.039000+00:00,2016-09-23T11:38:34.224000+00:00,789.29,1,0,5,pending,High,User_1
Application_1140627285,2016-08-21T14:30:42.286000+00:00,2016-09-28T12:39:08.352000+00:00,910.14,0,0,5,pending,High,User_1
Application_363543132,2016-08-21T14:49:03.367000+00:00,2016-09-01T15:35:49.442000+00:00,264.78,0,2,4,rejected,Low,User_1
Application_1979568337,2016-08-21T15:03:29.674000+00:00,2016-09-23T06:00:44.687000+00:00,782.95,0,0,3,rejected,High,User_1
Application_189663654,2016-08-21T16:13:53.671000+00:00,2016-09-02T07:41:45.432000+00:00,279.46,0,0,4,pending,Medium,User_1
Application_12466026,2016-08-21T16:18:27.274000+00:00,2016-09-14T13:58:59.365000+00:00,573.68,0,0,5,rejected,Medium,User_1
Application_549928978,2016-08-21T16:35:29.972000+00:00,2016-09-06T11:37:03.819000+00:00,379.03,0,2,5,rejected,Medium,User_1
Application_192007252,2016-08-21T16:49:42.078000+00:00,2016-08-30T08:11:04.623000+00:00,207.36,1,0,5,pending,Medium,User_1
Application_165927441,2016-08-21T17:12:31.670000+00:00,2016-09-14T14:28:55.219000+00:00,573.27,0,0,4,pending,Medium,User_1
Application_1632924257,2016-08-21T17:21:32.786000+00:00,2016-08-26T14:28:57.633000+00:00,117.12,0,0,4,pending,Medium,User_1
Application_1409027652,2016-08-21T17:26:46.896000+00:00,2016-09-23T06:00:26.815000+00:00,780.56,0,0,3,rejected,High,User_1
Application_916621514,2016-08-21T17:38:38.284000+00:00,2016-09-23T06:00:26.230000+00:00,780.36,1,0,3,rejected,Medium,User_1
Application_169221378,2016-08-21T17:55:58.061000+00:00,2016-09-23T06:00:23.619000+00:00,780.07,1,0,3,rejected,Medium,User_1
Application_192484152,2016-08-21T18:27:34.248000+00:00,2016-09-13T08:45:42.107000+00:00,542.3,0,0,5,pending,Medium,User_1
Application_689986307,2016-08-21T18:38:19.109000+00:00,2016-09-23T06:00:25.614000+00:00,779.37,0,0,3,rejected,Low,User_1
Application_1776194345,2016-08-21T19:07:16.532000+00:00,2016-08-26T18:38:37.491000+00:00,119.52,0,0,3,rejected,Low,User_1
Application_693677145,2016-08-21T19:28:09.534000+00:00,2016-08-31T14:48:33.590000+00:00,235.34,1,0,4,pending,Medium,User_1
Application_368615757,2016-08-21T19:31:38.657000+00:00,2016-09-22T07:51:46.039000+00:00,756.34,1,0,5,pending,Medium,User_1
Application_1269488724,2016-08-21T19:48:25.208000+00:00,2016-08-30T11:29:45.394000+00:00,207.69,0,0,4,pending,Medium,User_1
Application_1780440993,2016-08-21T20:22:46.863000+00:00,2016-09-29T06:00:34.373000+00:00,921.63,1,0,3,rejected,High,User_1
Application_1885719658,2016-08-21T20:26:14.611000+00:00,2016-09-23T06:00:33.442000+00:00,777.57,0,0,3,rejected,Medium,User_1
Application_1239468939,2016-08-21T20:47:09.650000+00:00,2016-08-30T14:23:03.817000+00:00,209.6,0,0,4,pending,Medium,User_1
Application_821603347,2016-08-21T21:02:47.394000+00:00,2016-09-10T09:42:03.902000+00:00,468.65,0,0,5,pending,Medium,User_1
Application_245918757,2016-08-21T21:51:36.099000+00:00,2016-09-03T13:22:25.923000+00:00,303.51,0,0,5,pending,Low,User_1
Application_883909682,2016-08-22T00:38:06.913000+00:00,2016-09-23T06:00:21.216000+00:00,773.37,1,0,3,rejected,High,User_1
Application_632850152,2016-08-22T06:31:43.375000+00:00,2016-09-21T09:25:59.733000+00:00,722.9,1,0,4,pending,High,User_4
Application_856082345,2016-08-22T06:38:41.860000+00:00,2016-09-23T06:00:19.204000+00:00,767.36,0,0,3,rejected,Medium,User_1
Application_226728881,2016-08-22T07:02:16.650000+00:00,2016-09-23T06:00:18.596000+00:00,766.97,0,0,3,rejected,Low,User_1
Application_1235563609,2016-08-22T07:07:01.379000+00:00,2016-09-01T08:54:08.756000+00:00,241.79,0,0,3,pending,High,User_48
Application_1551653862,2016-08-22T07:20:47.120000+00:00,2016-09-07T13:06:00.460000+00:00,389.75,0,0,5,pending,Low,User_1
Application_883168549,2016-08-22T07:27:07.886000+00:00,2016-08-30T10:55:55.364000+00:00,195.48,0,0,3,pending,High,User_4
Application_659706171,2016-08-22T07:43:21.186000+00:00,2016-08-24T07:45:53.427000+00:00,48.04,0,0,2,rejected,High,User_1
Application_1742304085,2016-08-22T07:46:42.329000+00:00,2016-08-22T12:20:47.634000+00:00,4.57,0,0,4,pending,Low,User_75
Application_1832124960,2016-08-22T07:47:03.653000+00:00,2016-09-23T06:00:07.581000+00:00,766.22,0,0,3,rejected,Low,User_1
Application_1920728966,2016-08-22T07:49:09.539000+00:00,2016-09-07T11:54:53.658000+00:00,388.1,0,0,3,pending,Low,User_4
Application_1219016966,2016-08-22T07:50:47.654000+00:00,2016-08-29T10:43:15.761000+00:00,170.87,0,0,3,pending,Medium,User_40
Application_94138888,2016-08-22T07:52:39.554000+00:00,2016-09-19T14:44:47.284000+00:00,678.87,0,0,5,pending,Medium,User_1
Application_1588507950,2016-08-22T07:57:33.387000+00:00,2016-09-08T06:08:47.343000+00:00,406.19,0,0,3,pending,Low,User_28
Application_1365322822,2016-08-22T08:04:22.100000+00:00,2016-09-20T07:54:33.114000+00:00,695.84,0,2,5,rejected,Low,User_1
Application_602726641,2016-08-22T08:04:32.552000+00:00,2016-09-12T07:26:16.139000+00:00,503.36,0,0,5,pending,Medium,User_1
Application_1759034501,2016-08-22T08:05:30.928000+00:00,2016-08-29T08:34:33.571000+00:00,168.48,0,0,2,rejected,Medium,User_3
Application_1847144238,2016-08-22T08:08:05.879000+00:00,2016-09-05T14:55:44.048000+00:00,342.79,0,0,4,pending,High,User_39
Application_2089789032,2016-08-22T08:09:35.417000+00:00,2016-09-22T05:42:32.332000+00:00,741.55,0,0,4,pending,Low,User_48
Application_2053368847,2016-08-22T08:19:09.746000+00:00,2016-09-22T06:40:55.995000+00:00,742.36,0,0,4,pending,Medium,User_47
Application_596689115,2016-08-22T08:24:48.458000+00:00,2016-09-09T09:56:05.195000+00:00,433.52,2,0,5,pending,Medium,User_1
Application_2042672074,2016-08-22T08:39:24.513000+00:00,2016-09-02T08:17:14.634000+00:00,263.63,0,0,3,pending,Medium,User_28
Application_1726660043,2016-08-22T08:40:15.186000+00:00,2016-08-29T18:57:46.587000+00:00,178.29,0,0,3,rejected,Medium,User_1
Application_1468710626,2016-08-22T08:47:31.411000+00:00,2016-09-05T07:58:43.266000+00:00,335.19,0,0,5,rejected,High,User_1
Application_464795990,2016-08-22T08:53:56.511000+00:00,2016-08-30T12:23:20.625000+00:00,195.49,0,0,3,pending,Low,User_4
Application_1278957199,2016-08-22T09:05:56.115000+00:00,2016-09-13T07:44:35.968000+00:00,526.64,1,0,3,pending,Medium,User_40
Application_1502074864,2016-08-22T09:08:14.518000+00:00,2016-09-23T06:00:37.853000+00:00,764.87,0,0,4,rejected,High,User_1
Application_296709253,2016-08-22T09:12:38.618000+00:00,2016-09-24T06:23:08.403000+00:00,789.17,1,0,3,rejected,Medium,User_1
Application_966040717,2016-08-22T09:54:41.455000+00:00,2016-08-24T10:21:47.734000+00:00,48.45,0,0,2,rejected,Low,User_19
Application_1787917053,2016-08-22T10:10:42.365000+00:00,2016-09-08T11:09:37.301000+00:00,408.98,0,0,5,pending,Medium,User_1
Application_110545677,2016-08-22T10:15:04.552000+00:00,2016-09-23T06:00:42.879000+00:00,763.76,0,0,3,rejected,Medium,User_1
Application_1802626941,2016-08-22T10:22:13.659000+00:00,2016-09-23T06:00:43.484000+00:00,763.64,0,0,3,rejected,Medium,User_1
Application_1484449962,2016-08-22T10:43:49.105000+00:00,2016-09-22T06:00:16.374000+00:00,739.27,0,0,3,rejected,High,User_1
Application_1105999061,2016-08-22T10:44:57.834000+00:00,2016-09-08T05:45:21.356000+00:00,403.01,0,0,5,pending,Medium,User_1
Application_1046656489,2016-08-22T10:52:48.300000+00:00,2016-10-08T06:00:29.078000+00:00,1123.13,3,0,3,rejected,Medium,User_1
Application_1475732478,2016-08-22T11:02:28.824000+00:00,2016-09-14T08:46:32.940000+00:00,549.73,1,0,5,pending,High,User_1
Application_774833086,2016-08-22T11:08:09.321000+00:00,2016-09-25T06:00:09.708000+00:00,810.87,3,0,3,rejected,Medium,User_1
Application_108884184,2016-08-22T11:20:05.673000+00:00,2016-09-22T06:34:15.487000+00:00,739.24,0,0,5,pending,High,User_1
Application_724249522,2016-08-22T11:23:35.584000+00:00,2016-09-19T09:03:10.204000+00:00,669.66,0,2,5,rejected,High,User_1
Application_1348555436,2016-08-22T11:25:30.727000+00:00,2016-09-22T06:00:26.006000+00:00,738.58,0,0,2,rejected,Low,User_45
